;PROVINCIA;MUNICIPIO;CUIT;RazonSocial;Linea;AMBA;REC. URB;KM. URB;PAX. URB;Facto rCorr ecKM;Facto r Corre c Rec;Facto r Corre c Pax;Cert Cont;Libro IVA;DDJJ IVA;"Art. 6º Res.
337/
04";"Art. 6º Res.
680/
05";"Art. 7º Res.
680/
05";Cum ple Per miso;Anex o V;Regi men Tarif ario;Cum ple Inc. a;Cum ple Inc. b;Está en Gas oil;"UTA
Cum ple";"CUIT
Valid a";"Res 1 /
12";"Res 422
(Estr uctur a de Cost os)";Habilita do a cobrar;Unid. Habilit en Gasoil;"Unid. NO
Habilit en Gasoil";Litros Go CNRT;Unidad es Compu tables CCP;Agentes computa bles;FC Final
Diciembre (2013);TUCUMAN;PROV;30-54635087-4;EL GALGO SRL;16B02;NO;2.862.199,25;789.026;1.617.503;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;10,00;0,00;25.206,94;10,00;30,00;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54635087-4;EL GALGO SRL;16B03;NO;4.085.613,25;1.126.286;2.308.886;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,00;0,00;35.981,35;13,00;39,00;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54635087-4;EL GALGO SRL;16B04;NO;1.919.859,38;529.250;1.084.962;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,00;0,00;16.907,90;6,00;18,00;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C01;NO;1.624.289,75;444.674;706.212;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;8,78;0,00;14.642,56;8,78;18,68;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C02;NO;639.964,50;175.200;278.245;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,93;0,00;5.769,12;2,93;6,23;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C03;NO;729.102,88;199.603;317.001;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,93;0,00;6.572,68;2,93;6,23;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C04;NO;218.946,75;59.940;95.194;1,000;0,949;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,98;0,00;1.973,75;0,98;2,08;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C05;NO;178.086,92;48.754;77.429;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,98;0,00;1.605,41;0,98;2,08;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C06;NO;207.225,03;56.731;90.097;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,98;0,00;1.868,08;0,98;2,08;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C07;NO;66.662,97;18.250;28.983;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,98;0,00;600,95;0,98;2,08;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C08;NO;1.638.005,88;448.429;712.176;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;8,78;0,00;14.766,21;8,78;18,68;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C09;NO;503.972,03;137.970;219.118;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,95;0,00;4.543,18;1,95;4,15;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C10;NO;142.468,80;39.003;61.942;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,98;0,00;1.284,32;0,98;2,08;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C11;NO;359.980,03;98.550;156.513;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,95;0,00;3.245,13;1,95;4,15;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C12;NO;335.217,91;91.771;145.746;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,95;0,00;3.021,90;1,95;4,15;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24C13;NO;266.651,88;73.000;115.935;1,000;0,999;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,98;0,00;2.403,80;0,98;2,08;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24D14;NO;210.688,27;58.400;59.348;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,98;0,00;1.923,04;0,98;2,08;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54650435-9;EMPRESA FLORIDA S.R.L.;24D15;NO;1.516.955,50;420.480;427.311;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,93;0,00;13.845,88;2,93;6,23;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54661521-5;EL CEIBO S.R.L;12B01;NO;707.944,75;286.786;439.717;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,83;0,00;9.512,07;4,83;13,05;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54661521-5;EL CEIBO S.R.L;12B02;NO;1.890.305,50;765.718;1.174.100;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;12,07;0,00;25.397,20;12,07;32,62;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54661521-5;EL CEIBO S.R.L;12B03;NO;2.310.452,75;692.457;1.435.060;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;10,86;0,00;22.967,29;10,86;29,36;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54661521-5;EL CEIBO S.R.L;12B04;NO;926.757,00;375.429;575.625;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,62;0,00;12.452,16;3,62;9,79;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54661521-5;EL CEIBO S.R.L;12B05;NO;347.475,94;140.838;215.820;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,62;0,00;4.671,29;3,62;9,79;1,00000
Diciembre (2013);TUCUMAN;PROV;30-59657820-5;GUTIERREZ HERMANOS S.R.L.;30C01;NO;221.332,69;160.600;92.959;0,667;0,667;0,667;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,00;0,00;4.986,11;2,00;3,60;1,00000
Diciembre (2013);TUCUMAN;PROV;30-59657820-5;GUTIERREZ HERMANOS S.R.L.;30C02;NO;275.803,13;200.124;115.837;0,667;0,667;0,667;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,67;0,00;6.213,20;2,67;4,80;1,00000
Diciembre (2013);TUCUMAN;PROV;30-59657820-5;GUTIERREZ HERMANOS S.R.L.;30C03;NO;212.709,53;154.343;89.338;0,667;0,667;0,667;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,00;0,00;4.791,85;2,00;3,60;1,00000
Diciembre (2013);TUCUMAN;PROV;30-59657820-5;GUTIERREZ HERMANOS S.R.L.;30C04;NO;256.113,34;185.837;107.567;0,667;0,667;0,667;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,00;0,00;5.769,64;2,00;3,60;1,00000
Diciembre (2013);TUCUMAN;PROV;30-59657820-5;GUTIERREZ HERMANOS S.R.L.;30C06;NO;114.978,61;83.429;48.291;0,667;0,667;0,667;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,33;0,00;2.590,20;1,33;2,40;1,00000
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27C01;NO;108.409,62;48.388;64.904;1,000;1,000;0,965;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,07;1.447,18;1,00;3,00;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27C02;NO;328.970,38;146.834;196.952;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,00;0,13;4.391,50;2,00;6,00;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27C03;NO;909.809,19;406.088;544.696;1,000;1,000;0,980;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,00;0,20;12.145,25;3,00;9,00;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27C04;NO;51.399,80;22.942;30.772;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,07;686,15;1,00;3,00;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27C05;NO;100.465,08;44.842;60.147;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,50;0,03;1.341,13;0,50;1,50;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27C06;NO;126.167,22;56.314;75.535;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,07;1.684,24;1,00;3,00;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27C07;NO;32.710,19;14.600;19.583;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,50;0,03;436,66;0,50;1,50;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27C08;NO;150.699,86;67.264;90.223;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,07;2.011,73;1,00;3,00;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27C09;NO;484.110,75;216.080;289.833;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,07;6.462,51;1,00;3,00;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27D10;NO;1.296.958,88;578.890;462.800;1,000;1,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,00;0,13;17.313,40;2,00;6,00;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27D11;NO;56.073,32;25.028;20.008;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,07;748,54;1,00;3,00;0,93750
Diciembre (2013);TUCUMAN;PROV;30-64659909-8;EMPRESA SAN PEDRO DE COLALAO SRL;27D12;NO;242.989,63;108.457;86.707;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,07;3.243,72;1,00;3,00;0,93750
Diciembre (2013);TUCUMAN;PROV;30-65507238-8;TRANSPORTES YERBA BUENA S.R.L;59B01;NO;1.080.028,88;381.373;670.825;1,000;0,797;0,848;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,00;0,00;12.494,00;6,00;16,65;1,00000
Diciembre (2013);TUCUMAN;PROV;30-68002037-6;TESA TRANSPORTE EJECUTIVO S.A.;46C01;NO;1.310.248,75;533.109;559.764;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;7,00;0,00;10.989,56;7,00;19,50;1,00000
Diciembre (2013);TUCUMAN;PROV;30-68002037-6;TESA TRANSPORTE EJECUTIVO S.A.;46C02;NO;37.677,31;15.330;16.096;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,17;0,00;316,01;1,17;3,25;1,00000
Diciembre (2013);TUCUMAN;PROV;30-68002037-6;TESA TRANSPORTE EJECUTIVO S.A.;46C03;NO;474.171,31;192.929;202.575;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,33;0,00;3.977,06;2,33;6,50;1,00000
Diciembre (2013);TUCUMAN;PROV;30-68002037-6;TESA TRANSPORTE EJECUTIVO S.A.;46D04;NO;140.441,92;80.300;38.571;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,17;0,00;1.655,31;1,17;3,25;1,00000
Diciembre (2013);TUCUMAN;PROV;30-68002037-6;TESA TRANSPORTE EJECUTIVO S.A.;46D05;NO;1.074.289,75;614.243;295.043;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,33;0,00;12.662,06;2,33;6,50;1,00000
Diciembre (2013);TUCUMAN;PROV;30-68567958-9;S.E.D. SRL;44C01;NO;2.137.177,50;411.365;770.456;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,00;0,00;14.244,00;5,00;15,00;1,00000
Diciembre (2013);TUCUMAN;PROV;30-69722723-3;TRANSPORTES ASOCIADOS S.R.L;48B01;NO;147.789,02;260.150;221.813;0,711;1,000;0,441;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,00;0,00;6.729,00;4,00;12,00;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70700506-4;B Y V TRANSPORTES S.R.L.;04B01;NO;1.967.256,88;628.634;1.063.840;0,833;0,833;0,833;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;10,00;0,00;17.600,00;10,00;30,00;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70725780-2;CERRO POZO SRL;07B01;NO;1.495.001,50;383.406;830.556;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,54;0,46;14.521,70;5,54;16,62;0,92308
Diciembre (2013);TUCUMAN;PROV;30-70725780-2;CERRO POZO SRL;07B02;NO;367.541,13;54.750;204.189;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,92;0,08;2.073,68;0,92;2,77;0,92308
Diciembre (2013);TUCUMAN;PROV;30-70725780-2;CERRO POZO SRL;07B03;NO;2.784.915,25;414.849;1.547.175;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,54;0,46;15.712,62;5,54;16,62;0,92308
Diciembre (2013);TUCUMAN;PROV;30-70735733-5;EMPRESA DEL MILAGRO S.A.;22D01;NO;4.513.290,50;1.971.216;948.870;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;7,43;0,00;54.969,85;7,43;22,29;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70735733-5;EMPRESA DEL MILAGRO S.A.;22D02;NO;110.641,86;48.360;23.279;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,93;0,00;1.348,58;0,93;2,79;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70735733-5;EMPRESA DEL MILAGRO S.A.;22D03;NO;515.216,22;193.648;93.215;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,93;0,00;5.400,12;0,93;2,79;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70735733-5;EMPRESA DEL MILAGRO S.A.;22D04;NO;1.102.067,50;511.680;246.304;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,86;0,00;14.268,84;1,86;5,57;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70735733-5;EMPRESA DEL MILAGRO S.A.;22D05;NO;383.354,19;159.744;76.895;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,93;0,00;4.454,66;0,93;2,79;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70735733-5;EMPRESA DEL MILAGRO S.A.;22D06;NO;192.191,80;91.728;44.154;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,93;0,00;2.557,95;0,93;2,79;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70736362-9;EMPRESA DE SERVICIOS EL JACARANDA SA;20B01;NO;606.145,59;508.497;376.487;0,691;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,00;0,00;11.931,00;6,00;16,00;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70806131-6;BUSCOR S.R.L.;06C01;NO;667.024,06;246.636;272.530;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,00;0,00;10.248,54;4,00;4,67;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70806131-6;BUSCOR S.R.L.;06C02;NO;157.376,84;58.191;64.302;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;2.418,03;1,00;1,17;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70806131-6;BUSCOR S.R.L.;06C03;NO;282.040,22;104.286;115.235;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;4.333,43;1,00;1,17;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70807841-3;TRANSPORTE EXPREBUS S.R.L.;57C01;NO;62.060,81;21.840;45.983;1,000;1,000;0,966;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,15;0,00;702,47;1,15;2,15;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70807841-3;TRANSPORTE EXPREBUS S.R.L.;57C02;NO;473.402,81;166.296;350.133;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,30;0,00;5.348,83;2,30;4,30;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70807841-3;TRANSPORTE EXPREBUS S.R.L.;57C03;NO;934.817,25;326.144;686.690;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,45;0,00;10.490,27;3,45;6,45;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70807841-3;TRANSPORTE EXPREBUS S.R.L.;57C04;NO;3.392.004,25;1.182.272;2.489.254;1,000;1,000;0,951;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,80;0,00;38.027,22;13,80;25,80;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70807841-3;TRANSPORTE EXPREBUS S.R.L.;57C05;NO;236.254,45;82.472;173.643;1,000;1,000;0,919;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,15;0,00;2.652,67;1,15;2,15;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70807841-3;TRANSPORTE EXPREBUS S.R.L.;57C06;NO;261.570,28;95.992;202.109;1,000;1,000;0,760;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,15;0,00;3.087,54;1,15;2,15;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;18C01;NO;404.901,06;177.286;170.600;0,707;0,762;0,762;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,05;0,00;3.861,70;3,05;7,81;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;18C02;NO;50.017,11;21.900;21.010;0,707;0,762;0,762;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,52;0,00;477,03;1,52;3,90;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;18C03;NO;365.362,41;159.974;153.450;0,707;0,762;0,762;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,52;0,00;3.484,60;1,52;3,90;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;18C04;NO;128.614,77;56.314;54.018;0,707;0,762;0,762;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,52;0,00;1.226,65;1,52;3,90;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;18C05;NO;188.863,69;82.694;79.322;0,707;0,762;0,762;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,76;0,00;1.801,26;0,76;1,95;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;18C06;NO;38.108,93;16.686;16.010;0,707;0,762;0,762;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,76;0,00;363,46;0,76;1,95;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;18D05;NO;370.774,91;165.814;147.012;0,707;0,762;0,762;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,76;0,00;3.611,81;0,76;1,95;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;18D06;NO;357.483,59;159.870;141.740;0,707;0,762;0,762;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,76;0,00;3.482,33;0,76;1,95;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;18D08;NO;394.560,19;176.451;156.445;0,707;0,762;0,762;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,76;0,00;3.843,51;0,76;1,95;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;18D09;NO;431.987,84;193.189;171.280;0,707;0,762;0,762;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,76;0,00;4.208,10;0,76;1,95;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70812672-8;EL SIMOQUEÑO S.R.L.;53C01;NO;739.273,81;512.460;509.730;0,707;0,762;0,762;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,81;0,00;11.162,55;3,81;9,76;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70816745-9;LA COSTOSA S.R.L.;34C01;NO;204.184,59;236.520;85.760;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,00;0,00;7.351,61;4,00;1,33;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70816745-9;LA COSTOSA S.R.L.;34D02;NO;154.033,98;178.120;60.584;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,00;0,00;5.536,39;2,00;0,67;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70839889-2;TRANSPORTE AUTOMOTOR EL TIGRE S.R.L.;53C02;NO;946.686,63;403.586;188.667;1,000;0,983;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,38;0,00;12.795,75;5,38;14,62;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70839889-2;TRANSPORTE AUTOMOTOR EL TIGRE S.R.L.;53C03;NO;1.716.754,75;731.877;530.803;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;8,62;0,00;23.204,25;8,62;23,38;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70841998-9;TRANSPORTE AUTOMOTOR AGUA DULCE S.R.L.;47C01;NO;731.460,75;320.678;251.981;0,539;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,60;0,00;5.554,79;3,11;7,05;1,00000
Diciembre (2013);TUCUMAN;PROV;30-70841998-9;TRANSPORTE AUTOMOTOR AGUA DULCE S.R.L.;47C02;NO;766.757,31;391.071;307.295;0,539;0,912;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,80;0,00;6.774,13;4,15;9,40;1,00000
